cbcl_q11_p,cbcl_q12_p,cbcl_q25_p,cbcl_q27_p,cbcl_q34_p,cbcl_q36_p,cbcl_q38_p,cbcl_q48_p,cbcl_q62_p,cbcl_q64_p,cbcl_q79_p,Count
0,1,0,1,0,0,0,1,0,0,0,3
0,1,0,1,0,0,0,1,0,1,0,2
0,1,0,1,0,0,1,0,0,0,0,10
0,1,0,1,0,0,1,0,0,0,1,2
0,1,0,1,0,0,1,0,0,1,0,4
0,1,0,1,0,0,1,0,1,0,0,2
0,1,0,1,0,0,1,1,0,0,0,4
0,1,0,1,0,0,1,1,0,1,0,1
0,1,0,1,0,0,1,1,0,2,0,1
0,1,0,1,0,0,1,1,1,0,0,1
0,1,0,1,0,0,1,1,1,2,1,1
0,1,0,1,0,0,1,1,2,0,0,1
0,1,0,1,0,0,2,2,1,0,0,1
0,1,0,1,0,1,0,0,0,0,0,10
0,1,0,1,0,1,0,0,0,0,1,1
0,1,0,1,0,1,0,0,0,1,0,1
0,1,0,1,0,1,0,0,0,1,2,1
0,1,0,1,0,1,0,0,0,2,0,1
0,1,0,1,0,1,0,0,1,0,0,5
0,1,0,1,0,1,0,0,1,0,1,1
0,1,0,1,0,1,0,0,1,1,0,5
0,1,0,1,0,1,0,0,1,1,1,2
0,1,0,1,0,1,0,1,0,0,0,1
0,1,0,1,0,1,1,0,0,0,0,1
0,1,0,1,0,1,1,0,1,0,0,1
0,1,0,1,0,1,1,1,0,0,0,1
0,1,0,1,0,1,1,1,1,0,0,1
0,1,0,1,0,1,1,1,1,0,1,1
0,1,0,1,0,1,1,1,1,1,0,2
0,1,0,1,0,1,1,1,1,2,0,1
0,1,0,1,0,1,1,2,1,0,0,1
0,1,0,1,0,2,0,0,1,0,0,1
0,1,0,1,0,2,0,1,2,1,0,1
0,1,0,1,0,2,1,0,0,0,0,1
0,1,0,1,0,2,1,0,1,1,0,1
0,1,0,1,1,0,0,0,0,0,0,12
0,1,0,1,1,0,0,0,0,1,0,2
0,1,0,1,1,0,0,1,0,0,0,1
0,1,0,1,1,0,0,1,0,1,0,1
0,1,0,1,1,0,1,0,0,0,0,4
0,1,0,1,1,0,1,0,0,1,0,1
0,1,0,1,1,0,1,1,0,0,0,1
0,1,0,1,1,1,0,0,0,0,0,2
0,1,0,1,1,1,0,0,0,0,1,2
0,1,0,1,1,1,0,0,0,1,0,1
0,1,0,1,1,1,0,0,2,1,0,1
0,1,0,1,1,1,0,1,1,1,0,1
0,1,0,1,1,1,1,1,0,0,0,1
0,1,0,1,1,2,1,0,0,0,0,1
0,1,0,2,0,0,0,0,0,0,0,4
0,1,0,2,0,0,0,0,0,0,1,1
0,1,0,2,0,0,0,0,0,1,0,2
0,1,0,2,0,0,0,0,0,1,1,1
0,1,0,2,0,0,0,0,1,0,0,1
0,1,0,2,0,1,0,0,0,0,2,1
0,1,0,2,0,1,0,0,1,1,0,1
0,1,0,2,0,1,1,0,1,1,0,1
0,1,0,2,0,1,2,1,1,0,0,1
0,1,0,2,1,0,0,0,0,0,0,2
0,1,0,2,1,0,1,0,0,1,0,1
0,1,0,2,1,0,2,1,0,1,2,1
0,1,0,2,1,1,0,0,0,0,2,1
0,1,0,2,1,1,1,0,2,0,0,1
0,1,1,0,0,0,0,0,0,0,0,10
0,1,1,0,0,0,0,0,0,1,2,1
0,1,1,0,0,0,0,0,1,0,0,1
0,1,1,0,0,0,0,0,1,0,1,2
0,1,1,0,0,0,0,1,0,0,0,6
0,1,1,0,0,0,0,1,0,0,1,1
0,1,1,0,0,0,0,1,0,1,0,2
0,1,1,0,0,0,0,1,1,0,0,1
0,1,1,0,0,0,0,2,0,2,1,1
0,1,1,0,0,0,1,0,0,0,0,7
0,1,1,0,0,0,1,0,1,1,0,1
0,1,1,0,0,0,1,1,0,0,0,5
0,1,1,0,0,0,1,1,0,1,0,2
0,1,1,0,0,0,1,1,1,0,0,1
0,1,1,0,0,0,1,1,1,0,1,1
0,1,1,0,0,0,1,1,2,1,1,1
0,1,1,0,0,0,2,1,1,0,1,1
0,1,1,0,0,0,2,2,0,0,0,1
0,1,1,0,0,0,2,2,0,0,1,1
0,1,1,0,0,0,2,2,1,1,2,1
0,1,1,0,0,1,0,0,0,0,0,1
0,1,1,0,0,1,0,0,0,0,1,1
0,1,1,0,0,1,1,0,0,0,0,1
0,1,1,0,0,1,1,0,0,1,0,1
0,1,1,0,0,1,1,0,1,0,1,1
0,1,1,0,0,1,1,1,0,1,0,1
0,1,1,0,0,1,1,1,1,0,0,2
0,1,1,0,0,1,1,1,1,1,1,1
0,1,1,0,0,1,1,1,1,2,2,1
0,1,1,0,0,1,2,1,1,2,1,1
0,1,1,0,0,1,2,2,1,0,0,1
0,1,1,0,0,2,0,0,0,0,0,1
0,1,1,0,0,2,1,1,0,2,0,1
0,1,1,0,1,0,0,1,0,1,0,1
0,1,1,0,1,0,1,1,0,0,0,2
0,1,1,0,1,0,1,1,1,1,0,1
0,1,1,0,1,0,2,1,0,0,0,1
0,1,1,0,1,0,2,1,1,1,1,1
0,1,1,0,1,0,2,2,0,1,2,1
0,1,1,0,1,1,1,0,1,1,1,1
0,1,1,0,1,1,2,1,1,1,0,1
0,1,1,0,1,1,2,1,1,2,0,2
0,1,1,0,1,1,2,2,1,1,2,1
0,1,1,1,0,0,0,0,0,0,0,10
0,1,1,1,0,0,0,0,0,0,1,1
0,1,1,1,0,0,0,0,0,0,2,1
0,1,1,1,0,0,0,0,0,1,0,4
0,1,1,1,0,0,0,1,0,0,0,2
0,1,1,1,0,0,0,1,0,1,0,2
0,1,1,1,0,0,0,1,1,0,0,2
0,1,1,1,0,0,1,0,0,0,0,3
0,1,1,1,0,0,1,1,0,0,0,10
0,1,1,1,0,0,1,1,0,1,0,3
0,1,1,1,0,0,1,1,1,0,0,2
0,1,1,1,0,0,1,2,0,1,1,1
0,1,1,1,0,1,1,0,0,0,0,1
0,1,1,1,0,1,1,1,0,0,0,2
0,1,1,1,0,1,1,1,0,2,0,1
0,1,1,1,0,1,1,1,1,1,0,3
0,1,1,1,0,1,1,1,1,1,1,1
0,1,1,1,0,1,1,1,2,1,1,2
0,1,1,1,0,1,2,2,0,1,2,1
0,1,1,1,0,2,0,0,0,0,0,1
0,1,1,1,0,2,1,0,0,0,0,1
0,1,1,1,0,2,1,1,1,1,1,1
0,1,1,1,0,2,2,1,2,0,0,1
0,1,1,1,1,0,0,0,0,0,0,1
0,1,1,1,1,0,0,0,0,0,1,2
0,1,1,1,1,0,0,1,0,0,0,1
0,1,1,1,1,0,0,1,0,1,0,1
0,1,1,1,1,0,0,1,0,1,1,1
0,1,1,1,1,0,1,0,0,0,0,2
0,1,1,1,1,0,1,1,0,0,0,5
0,1,1,1,1,0,1,1,0,1,0,1
0,1,1,1,1,0,1,1,0,1,1,1
0,1,1,1,1,0,1,1,1,0,0,1
0,1,1,1,1,0,1,1,1,1,0,1
0,1,1,1,1,0,1,1,1,1,1,1
0,1,1,1,1,0,1,2,1,2,0,1
0,1,1,1,1,0,2,0,0,0,0,1
0,1,1,1,1,0,2,0,0,1,0,1
0,1,1,1,1,0,2,1,1,1,1,1
0,1,1,1,1,1,0,0,1,0,0,1
0,1,1,1,1,1,0,1,0,1,0,1
0,1,1,1,1,1,1,0,0,1,0,1
0,1,1,1,1,1,1,1,0,0,0,1
0,1,1,1,1,1,1,1,0,1,1,1
0,1,1,1,1,1,1,1,1,1,0,1
0,1,1,1,1,1,1,2,1,1,0,1
0,1,1,1,1,1,2,1,1,1,0,1
0,1,1,1,1,1,2,2,1,1,0,1
0,1,1,1,1,2,2,2,2,0,1,1
0,1,1,2,0,0,0,0,0,2,0,1
0,1,1,2,0,0,0,1,0,0,0,1
0,1,1,2,0,0,1,0,0,1,0,1
0,1,1,2,0,0,1,1,0,0,0,3
0,1,1,2,0,0,1,1,0,0,1,1
0,1,1,2,0,0,1,1,0,0,2,1
0,1,1,2,0,0,2,0,0,0,1,1
0,1,1,2,0,0,2,1,1,1,0,1
0,1,1,2,0,1,0,0,1,0,0,1
0,1,1,2,0,1,0,1,1,1,0,1
0,1,1,2,0,1,2,0,0,0,0,1
0,1,1,2,0,1,2,2,2,1,1,1
0,1,1,2,0,2,2,1,1,1,0,1
0,1,1,2,1,0,0,1,0,1,0,1
0,1,1,2,1,0,1,0,0,0,0,1
0,1,1,2,1,1,1,1,0,0,0,1
0,1,2,0,0,0,0,2,0,0,0,1
0,1,2,0,0,0,2,1,1,1,0,1
0,1,2,0,0,0,2,2,0,0,2,1
0,1,2,0,0,1,2,2,1,1,0,1
0,1,2,0,1,0,1,1,2,2,1,1
0,1,2,1,0,0,1,0,0,1,0,1
0,1,2,1,1,0,1,1,0,0,0,1
0,1,2,1,1,0,2,2,0,0,1,1
0,1,2,2,0,1,2,2,1,1,0,1
0,1,2,2,0,1,2,2,1,1,1,1
0,1,2,2,1,0,1,1,0,1,0,1
0,1,2,2,2,0,2,1,2,2,0,1
0,1,2,2,2,0,2,2,0,0,0,1
0,1,2,2,2,1,1,2,0,0,2,1
0,2,0,0,0,0,0,0,0,0,0,5
0,2,0,0,0,0,0,0,0,0,1,2
0,2,0,0,0,0,0,0,0,1,0,1
0,2,0,0,0,0,0,0,1,0,0,2
0,2,0,0,0,0,0,0,1,1,1,1
0,2,0,0,0,0,1,0,0,0,0,2
0,2,0,0,0,0,1,1,0,1,0,1
0,2,0,0,0,1,0,0,1,1,0,1
0,2,0,0,0,1,0,1,0,0,0,1
0,2,0,0,0,1,1,0,0,0,0,1
0,2,0,1,0,0,0,0,0,0,0,1
0,2,0,1,0,0,0,0,0,0,1,1
0,2,0,1,0,0,0,0,0,0,2,1
0,2,0,1,0,0,1,1,2,2,0,1
0,2,0,1,0,0,2,1,2,2,0,1
0,2,0,1,0,1,0,0,0,0,0,2
0,2,0,1,0,1,0,0,1,0,0,1
0,2,0,1,0,2,0,0,1,0,0,1
0,2,0,2,0,0,0,0,1,0,0,1
0,2,0,2,0,0,1,0,0,0,0,2
0,2,0,2,0,0,1,0,0,2,0,1
0,2,0,2,0,0,2,1,2,0,0,1
0,2,0,2,2,1,0,0,0,0,0,1
0,2,1,0,0,0,0,0,0,0,0,1
0,2,1,0,0,0,0,0,0,1,0,1
0,2,1,0,0,0,1,0,0,0,0,1
0,2,1,0,0,0,1,1,1,0,0,1
0,2,1,0,0,0,1,2,0,2,0,1
0,2,1,0,0,1,0,0,1,0,0,1
0,2,1,0,0,1,1,0,1,1,0,1
0,2,1,1,0,0,1,0,0,1,0,1
0,2,1,1,0,0,1,0,1,0,0,1
0,2,1,1,0,0,1,1,0,0,0,1
0,2,1,1,0,0,1,1,1,1,0,1
0,2,1,1,0,0,1,2,0,0,0,1
0,2,1,1,0,1,1,1,1,0,0,1
0,2,1,1,0,2,0,0,2,0,0,1
0,2,1,1,0,2,2,2,1,1,0,1
0,2,1,1,1,0,0,1,0,0,0,1
0,2,1,1,1,0,1,0,0,0,0,1
0,2,1,1,1,0,2,1,0,0,0,1
0,2,1,1,1,1,1,1,0,0,0,1
0,2,1,1,1,1,2,1,1,0,0,1
0,2,1,1,2,2,2,1,2,2,2,1
0,2,1,2,0,0,1,0,1,1,0,1
0,2,1,2,0,1,2,1,0,1,0,1
0,2,1,2,0,2,1,1,0,1,0,1
0,2,1,2,1,0,0,1,1,1,0,1
0,2,1,2,1,0,2,1,0,0,0,1
0,2,2,0,0,0,1,1,1,0,0,1
0,2,2,1,2,0,2,2,0,0,0,1
0,2,2,2,2,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,333
1,0,0,0,0,0,0,0,0,0,1,22
1,0,0,0,0,0,0,0,0,0,2,6
1,0,0,0,0,0,0,0,0,1,0,63
1,0,0,0,0,0,0,0,0,1,1,4
1,0,0,0,0,0,0,0,0,1,2,1
1,0,0,0,0,0,0,0,0,2,0,6
1,0,0,0,0,0,0,0,1,0,0,17
1,0,0,0,0,0,0,0,1,0,1,4
1,0,0,0,0,0,0,0,1,0,2,1
1,0,0,0,0,0,0,0,1,1,0,10
1,0,0,0,0,0,0,0,1,1,1,1
1,0,0,0,0,0,0,0,1,1,2,1
1,0,0,0,0,0,0,0,1,2,0,2
1,0,0,0,0,0,0,0,2,0,0,1
1,0,0,0,0,0,0,0,2,0,2,1
1,0,0,0,0,0,0,1,0,0,0,8
1,0,0,0,0,0,0,1,0,0,1,2
1,0,0,0,0,0,0,1,0,0,2,1
1,0,0,0,0,0,0,1,0,1,0,1
1,0,0,0,0,0,0,1,0,1,2,1
1,0,0,0,0,0,0,1,1,1,1,1
1,0,0,0,0,0,1,0,0,0,0,23
1,0,0,0,0,0,1,0,0,0,1,1
1,0,0,0,0,0,1,0,0,1,0,9
1,0,0,0,0,0,1,0,0,1,1,1
1,0,0,0,0,0,1,0,0,1,2,1
1,0,0,0,0,0,1,0,1,0,0,2
1,0,0,0,0,0,1,0,1,0,1,1
1,0,0,0,0,0,1,0,1,1,0,1
1,0,0,0,0,0,1,1,0,0,0,5
1,0,0,0,0,0,1,1,0,1,0,2
1,0,0,0,0,0,1,1,0,1,2,1
1,0,0,0,0,0,1,1,1,0,0,1
1,0,0,0,0,0,1,1,2,0,1,1
1,0,0,0,0,0,2,0,0,0,0,1
1,0,0,0,0,0,2,1,0,0,0,1
1,0,0,0,0,0,2,1,1,1,0,1
1,0,0,0,0,0,2,1,2,0,0,1
1,0,0,0,0,1,0,0,0,0,0,31
1,0,0,0,0,1,0,0,0,0,1,3
1,0,0,0,0,1,0,0,0,1,0,16
1,0,0,0,0,1,0,0,1,0,0,17
1,0,0,0,0,1,0,0,1,0,1,4
1,0,0,0,0,1,0,0,1,1,0,5
1,0,0,0,0,1,0,0,1,1,1,1
1,0,0,0,0,1,0,0,2,0,0,2
1,0,0,0,0,1,0,0,2,1,0,1
1,0,0,0,0,1,0,0,2,1,1,1
1,0,0,0,0,1,0,1,0,0,0,1
1,0,0,0,0,1,0,1,0,0,1,1
1,0,0,0,0,1,1,0,0,0,0,1
1,0,0,0,0,1,1,0,0,1,0,3
1,0,0,0,0,1,1,0,1,0,0,5
1,0,0,0,0,1,1,0,1,0,1,1
1,0,0,0,0,1,1,0,1,0,2,1
1,0,0,0,0,1,1,0,1,1,0,3
1,0,0,0,0,1,1,0,1,1,1,1
1,0,0,0,0,1,1,0,1,1,2,1
1,0,0,0,0,1,1,0,1,2,1,1
1,0,0,0,0,1,1,0,2,0,0,1
1,0,0,0,0,1,1,0,2,1,0,1
1,0,0,0,0,1,1,1,0,0,0,1
1,0,0,0,0,1,1,1,0,0,1,1
1,0,0,0,0,1,1,1,1,0,2,1
1,0,0,0,0,1,1,1,1,1,2,1
1,0,0,0,0,1,2,0,1,1,2,1
1,0,0,0,0,1,2,1,1,0,1,1
1,0,0,0,0,2,0,0,0,0,0,3
1,0,0,0,0,2,0,0,0,0,2,1
1,0,0,0,0,2,0,0,1,0,0,2
1,0,0,0,0,2,0,0,1,0,1,1
1,0,0,0,0,2,0,2,1,0,0,1
1,0,0,0,0,2,1,0,0,0,0,1
1,0,0,0,0,2,1,0,2,1,0,2
1,0,0,0,0,2,1,0,2,1,2,1
1,0,0,0,0,2,1,0,2,2,0,1
1,0,0,0,1,0,0,0,0,0,0,4
1,0,0,0,1,0,0,0,0,0,1,2
1,0,0,0,1,0,0,0,0,1,0,3
1,0,0,0,1,0,0,0,0,1,1,1
1,0,0,0,1,0,0,0,1,0,0,1
1,0,0,0,1,0,0,0,2,1,0,1
1,0,0,0,1,0,1,0,1,0,0,1
1,0,0,0,1,0,1,1,1,2,0,1
1,0,0,0,1,1,0,0,0,0,0,2
1,0,0,0,1,1,0,0,1,0,0,1
1,0,0,0,1,1,0,0,1,1,0,1
1,0,0,0,1,1,0,1,0,1,2,1
1,0,0,0,2,2,0,0,0,0,1,1
1,0,0,1,0,0,0,0,0,0,0,106
1,0,0,1,0,0,0,0,0,0,1,13
1,0,0,1,0,0,0,0,0,0,2,1
1,0,0,1,0,0,0,0,0,1,0,36
1,0,0,1,0,0,0,0,0,1,1,3
1,0,0,1,0,0,0,0,0,1,2,1
1,0,0,1,0,0,0,0,0,2,0,2
1,0,0,1,0,0,0,0,1,0,0,12
1,0,0,1,0,0,0,0,1,0,1,1
1,0,0,1,0,0,0,0,1,1,0,2
1,0,0,1,0,0,0,0,1,1,1,1
1,0,0,1,0,0,0,0,1,2,0,1
1,0,0,1,0,0,0,0,2,0,0,1
1,0,0,1,0,0,0,0,2,0,2,1
1,0,0,1,0,0,0,0,2,1,0,1
1,0,0,1,0,0,0,1,0,0,0,7
1,0,0,1,0,0,0,1,0,0,1,2
1,0,0,1,0,0,0,1,0,1,0,2
1,0,0,1,0,0,0,1,1,1,1,1
1,0,0,1,0,0,1,0,0,0,0,9
1,0,0,1,0,0,1,0,0,0,2,1
1,0,0,1,0,0,1,0,0,1,0,4
1,0,0,1,0,0,1,0,0,1,2,2
1,0,0,1,0,0,1,0,0,2,0,1
1,0,0,1,0,0,1,0,1,0,0,3
1,0,0,1,0,0,1,0,1,1,0,1
1,0,0,1,0,0,1,1,0,0,0,6
1,0,0,1,0,0,1,1,0,0,1,3
1,0,0,1,0,0,1,1,0,0,2,1
1,0,0,1,0,0,1,1,0,1,0,2
1,0,0,1,0,0,1,1,0,1,1,1
1,0,0,1,0,0,1,1,1,0,0,2
1,0,0,1,0,0,1,1,1,1,1,1
1,0,0,1,0,0,2,1,0,1,2,1
1,0,0,1,0,1,0,0,0,0,0,14
1,0,0,1,0,1,0,0,0,1,0,2
1,0,0,1,0,1,0,0,0,1,2,1
1,0,0,1,0,1,0,0,1,0,0,10
1,0,0,1,0,1,0,0,1,0,1,1
1,0,0,1,0,1,0,0,1,1,0,7
1,0,0,1,0,1,0,0,1,1,2,1
1,0,0,1,0,1,0,1,0,0,0,1
1,0,0,1,0,1,0,1,0,1,0,1
1,0,0,1,0,1,0,1,1,2,0,1
1,0,0,1,0,1,1,0,0,0,0,2
1,0,0,1,0,1,1,0,1,0,0,3
1,0,0,1,0,1,1,0,1,0,1,1
1,0,0,1,0,1,1,0,1,1,0,3
1,0,0,1,0,1,1,0,1,1,1,1
1,0,0,1,0,1,1,0,1,2,0,1
1,0,0,1,0,1,1,0,2,0,0,1
1,0,0,1,0,1,1,1,0,1,0,1
1,0,0,1,0,1,1,1,1,0,0,2
1,0,0,1,0,1,1,1,1,0,1,1
1,0,0,1,0,1,1,1,1,1,0,2
1,0,0,1,0,2,0,0,1,0,0,2
1,0,0,1,0,2,0,0,1,0,1,1
1,0,0,1,0,2,0,0,2,0,0,3
1,0,0,1,0,2,0,0,2,2,2,1
1,0,0,1,1,0,0,0,0,0,0,9
1,0,0,1,1,0,0,0,0,1,0,4
1,0,0,1,1,0,0,0,1,1,0,2
1,0,0,1,1,0,1,0,0,0,0,2
1,0,0,1,1,0,1,0,0,1,0,1
1,0,0,1,1,1,0,0,0,0,0,3
1,0,0,1,1,1,0,0,1,0,0,1
1,0,0,1,1,1,0,0,1,1,0,1
1,0,0,1,1,1,1,0,0,1,0,1
1,0,0,1,1,1,1,0,1,0,0,1
1,0,0,1,1,1,1,1,1,0,0,1
1,0,0,1,1,1,2,2,1,1,0,1
1,0,0,1,1,2,1,0,0,0,0,1
1,0,0,1,1,2,1,0,1,0,0,1
1,0,0,1,2,0,0,0,0,0,0,1
1,0,0,2,0,0,0,0,0,0,0,9
1,0,0,2,0,0,0,0,0,1,0,2
1,0,0,2,0,0,0,0,1,0,0,1
1,0,0,2,0,0,0,0,1,1,0,1
1,0,0,2,0,0,0,1,1,1,2,1
1,0,0,2,0,0,1,0,0,0,0,4
1,0,0,2,0,0,1,1,0,0,0,1
1,0,0,2,0,0,1,1,0,1,1,1
1,0,0,2,0,1,0,0,0,0,0,2
1,0,0,2,0,1,0,0,0,1,0,1
1,0,0,2,0,1,0,0,1,1,0,1
1,0,0,2,0,1,2,1,0,1,0,1
1,0,0,2,0,2,0,0,0,1,0,1
1,0,0,2,0,2,0,0,2,1,1,1
1,0,0,2,0,2,1,0,0,2,0,1
1,0,0,2,0,2,1,0,1,0,0,1
1,0,0,2,1,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,0,0,0,13
1,0,1,0,0,0,0,0,0,0,1,2
1,0,1,0,0,0,0,0,0,0,2,1
1,0,1,0,0,0,0,0,0,1,0,2
1,0,1,0,0,0,0,0,1,0,0,1
1,0,1,0,0,0,0,0,1,0,2,1
1,0,1,0,0,0,0,0,1,1,1,1
1,0,1,0,0,0,0,1,0,0,0,3
1,0,1,0,0,0,0,1,0,1,0,2
1,0,1,0,0,0,0,1,1,0,0,2
1,0,1,0,0,0,0,1,1,1,0,2
1,0,1,0,0,0,0,1,1,1,2,1
1,0,1,0,0,0,1,0,0,0,0,2
1,0,1,0,0,0,1,0,0,0,1,1
1,0,1,0,0,0,1,0,0,1,1,2
1,0,1,0,0,0,1,0,1,0,0,1
1,0,1,0,0,0,1,0,1,1,0,1
1,0,1,0,0,0,1,1,0,0,0,4
1,0,1,0,0,0,1,1,0,0,1,1
1,0,1,0,0,0,1,1,0,1,0,3
1,0,1,0,0,0,1,1,0,1,1,1
1,0,1,0,0,0,1,1,1,1,0,1
1,0,1,0,0,0,1,1,2,1,0,2
1,0,1,0,0,0,2,1,1,1,0,1
1,0,1,0,0,0,2,1,1,1,1,1
1,0,1,0,0,0,2,2,0,2,0,1
1,0,1,0,0,1,0,0,0,0,0,1
1,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,0,1,0,0,1,0,0,1
1,0,1,0,0,1,0,0,1,1,1,1
1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,0,1,0,1,0,1,0,1
1,0,1,0,0,1,1,0,1,0,0,1
1,0,1,0,0,1,1,1,0,0,0,1
1,0,1,0,0,1,1,1,0,1,0,1
1,0,1,0,0,1,1,1,1,0,1,1
1,0,1,0,0,1,1,1,1,1,0,1
1,0,1,0,0,1,1,1,1,1,2,1
1,0,1,0,0,1,1,1,1,2,0,1
1,0,1,0,0,1,1,1,2,0,0,1
1,0,1,0,0,2,0,0,1,1,0,1
1,0,1,0,0,2,0,1,2,2,2,1
1,0,1,0,1,0,0,0,0,0,0,2
1,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,2,0,0,1
1,0,1,0,1,0,0,1,0,1,0,1
1,0,1,0,1,0,1,0,0,2,0,1
1,0,1,0,1,0,1,0,1,0,0,3
1,0,1,0,1,0,1,1,0,0,0,2
1,0,1,0,1,0,1,1,0,1,0,2
1,0,1,0,1,0,1,1,1,1,0,1
1,0,1,0,1,0,1,2,0,0,0,1
1,0,1,0,1,0,2,2,0,0,0,1
1,0,1,0,1,1,0,0,1,2,0,1
1,0,1,0,1,1,1,1,1,1,0,1
1,0,1,0,2,0,0,0,0,1,0,1
1,0,1,0,2,0,2,1,1,2,0,1
1,0,1,0,2,1,2,1,1,0,0,1
1,0,1,1,0,0,0,0,0,0,0,13
1,0,1,1,0,0,0,0,0,0,1,1
1,0,1,1,0,0,0,0,0,1,0,5
1,0,1,1,0,0,0,0,0,1,1,1
1,0,1,1,0,0,0,0,1,0,0,2
1,0,1,1,0,0,0,0,2,0,0,1
1,0,1,1,0,0,0,1,0,0,0,3
1,0,1,1,0,0,0,1,0,1,0,2
1,0,1,1,0,0,0,1,0,1,1,1
1,0,1,1,0,0,0,1,1,0,2,1
1,0,1,1,0,0,1,0,0,0,0,1
1,0,1,1,0,0,1,0,0,0,2,1
1,0,1,1,0,0,1,0,0,1,0,1
1,0,1,1,0,0,1,0,0,1,1,1
1,0,1,1,0,0,1,0,0,1,2,1
1,0,1,1,0,0,1,0,1,0,2,1
1,0,1,1,0,0,1,0,1,1,0,1
1,0,1,1,0,0,1,1,0,0,0,2
1,0,1,1,0,0,1,1,0,0,1,2
1,0,1,1,0,0,1,1,0,1,0,1
1,0,1,1,0,0,1,1,0,1,1,1
1,0,1,1,0,0,1,1,1,0,0,2
1,0,1,1,0,0,1,1,1,1,0,1
1,0,1,1,0,0,1,1,1,1,1,1
1,0,1,1,0,0,1,1,1,2,1,1
1,0,1,1,0,0,1,1,2,0,0,1
1,0,1,1,0,0,2,1,0,2,1,1
1,0,1,1,0,1,0,0,0,0,0,2
1,0,1,1,0,1,0,0,0,1,0,2
1,0,1,1,0,1,0,0,1,0,0,1
1,0,1,1,0,1,0,0,1,1,0,1
1,0,1,1,0,1,0,0,2,0,0,1
1,0,1,1,0,1,0,1,0,1,0,1
1,0,1,1,0,1,1,1,0,0,0,1
1,0,1,1,0,1,1,1,0,2,0,1
1,0,1,1,0,1,1,1,1,0,0,2
1,0,1,1,0,1,1,1,1,1,0,1
1,0,1,1,0,1,2,1,0,0,1,1
1,0,1,1,0,2,0,0,0,0,1,1
1,0,1,1,0,2,1,1,1,1,1,1
1,0,1,1,0,2,1,1,1,2,0,1
1,0,1,1,1,0,0,0,0,0,0,3
1,0,1,1,1,0,0,0,0,0,1,1
1,0,1,1,1,0,0,0,0,1,0,1
1,0,1,1,1,0,0,0,1,1,2,1
1,0,1,1,1,0,0,1,0,2,0,1
1,0,1,1,1,0,1,1,0,0,0,1
1,0,1,1,1,0,1,1,0,1,0,1
1,0,1,1,1,0,1,1,1,1,1,1
1,0,1,1,1,1,0,0,0,0,0,1
1,0,1,1,1,1,1,1,0,0,1,1
1,0,1,1,1,1,2,0,0,1,1,1
1,0,1,1,1,2,1,0,1,1,0,1
1,0,1,2,0,0,0,0,0,0,0,1
1,0,1,2,0,0,0,0,1,1,0,1
1,0,1,2,0,0,0,1,0,0,0,1
1,0,1,2,0,0,1,0,0,0,0,2
1,0,1,2,0,0,1,0,0,0,1,1
1,0,1,2,0,0,1,1,0,0,0,2
1,0,1,2,0,1,0,0,0,0,0,1
1,0,1,2,0,1,0,0,0,0,1,1
1,0,1,2,0,1,1,0,0,1,0,1
1,0,1,2,0,1,1,0,1,2,0,1
1,0,1,2,0,1,1,1,1,0,0,1
1,0,1,2,0,1,1,1,1,2,0,1
1,0,1,2,0,2,0,2,2,0,1,1
1,0,1,2,0,2,1,1,1,1,0,1
1,0,1,2,1,0,0,0,0,0,0,1
1,0,1,2,1,0,1,0,0,0,0,1
1,0,1,2,1,0,1,1,0,1,0,1
1,0,1,2,1,0,2,1,0,0,0,1
1,0,1,2,1,1,0,1,0,1,1,1
1,0,1,2,1,1,1,1,1,1,0,1
1,0,1,2,2,0,0,0,2,2,2,1
1,0,2,1,0,0,1,0,0,0,0,1
1,0,2,1,0,0,1,1,0,0,1,1
1,0,2,1,1,0,1,1,1,0,2,1
1,0,2,1,2,0,1,2,0,1,0,1
1,0,2,2,0,0,1,0,0,1,0,1
1,0,2,2,0,0,1,1,0,0,0,1
1,0,2,2,0,0,1,1,0,2,2,1
1,0,2,2,0,1,0,0,0,0,0,1
1,0,2,2,1,1,1,1,1,1,1,1
1,0,2,2,1,2,2,2,2,1,2,1
1,1,0,0,0,0,0,0,0,0,0,44
1,1,0,0,0,0,0,0,0,0,1,4
1,1,0,0,0,0,0,0,0,0,2,2
1,1,0,0,0,0,0,0,0,1,0,13
1,1,0,0,0,0,0,0,0,1,1,2
1,1,0,0,0,0,0,0,0,2,0,2
1,1,0,0,0,0,0,0,1,0,0,3
1,1,0,0,0,0,0,0,1,0,1,2
1,1,0,0,0,0,0,0,1,1,0,1
1,1,0,0,0,0,0,0,1,1,1,1
1,1,0,0,0,0,0,0,1,2,0,1
1,1,0,0,0,0,0,0,2,0,0,1
1,1,0,0,0,0,0,0,2,1,1,1
1,1,0,0,0,0,0,1,0,0,0,2
1,1,0,0,0,0,0,1,0,0,1,1
1,1,0,0,0,0,0,1,0,1,0,1
1,1,0,0,0,0,0,1,1,0,0,1
1,1,0,0,0,0,1,0,0,0,0,7
