cbcl_q02_p,cbcl_q26_p,cbcl_q28_p,cbcl_q39_p,cbcl_q43_p,cbcl_q63_p,cbcl_q67_p,cbcl_q72_p,cbcl_q73_p,cbcl_q81_p,cbcl_q82_p,cbcl_q90_p,cbcl_q96_p,cbcl_q99_p,cbcl_q101_p,cbcl_q105_p,cbcl_q106_p,Count
0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,2,2,2,0,1,0,1,1,2,1,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,14
0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2
0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19
0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3
0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1
0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,400
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,37
0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,45
0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,6
0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,7
0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2
0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,1,0,1,0,0,0,1,2,0,0,2,0,0,0,0,1
0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,130
0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,1
0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,18
0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,3
0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2
0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,12
0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,3
0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,6
0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2
0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1
0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1
0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
0,0,1,0,1,1,0,1,0,2,1,1,0,0,0,0,0,1
0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,13
0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2
0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,3
0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3
0,0,1,0,1,2,0,0,0,2,2,1,0,0,0,0,0,1
0,0,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1
0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,4
0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,3
0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2
0,0,1,0,2,0,0,0,0,2,2,2,2,0,0,0,0,1
0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16
0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3
0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1
0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1
0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5
0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2
0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,2
0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,13
0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1
0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2
0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6
0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1
0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2
0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1
0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1
0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1
0,0,1,1,1,0,1,0,0,1,1,2,0,0,0,0,0,1
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,31
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,15
0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1
0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,2
0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4
0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,3
0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1
0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2
0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,2,1
0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,7
0,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,4
0,0,1,1,1,2,0,0,0,0,0,2,0,0,0,0,0,1
0,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,1,1,2,0,0,0,1,0,2,0,0,0,0,0,1
0,0,1,1,1,2,0,0,0,2,0,0,0,0,0,0,0,1
0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,1
0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,2
0,0,1,1,2,0,0,0,0,2,1,1,0,0,0,0,0,1
0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,1
0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,2,1,2,0,0,0,1,0,1,0,0,0,0,0,1
0,0,1,2,1,2,0,0,0,1,1,1,0,0,0,0,1,1
0,0,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,1
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1
0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1
0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1
0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
0,0,2,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1
0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1
0,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1
0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,2,0,2,0,0,0,0,1,1,2,0,0,0,0,1,1
0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1
0,0,2,0,2,0,0,1,0,2,2,0,0,0,0,0,0,1
0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,2,0,2,1,0,0,0,1,1,0,0,0,0,0,0,1
0,0,2,0,2,1,1,0,0,2,0,0,1,0,0,0,0,1
0,0,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1
0,0,2,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1
0,0,2,0,2,2,0,0,0,1,0,0,0,0,0,0,0,1
0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1
0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1
0,0,2,1,1,1,0,0,0,1,1,2,0,0,0,0,1,1
0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2,1,1,2,0,0,0,1,1,0,0,0,0,0,0,1
0,0,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1
0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,2,1,2,1,0,0,0,2,1,0,0,0,0,0,0,1
0,0,2,1,2,2,1,0,0,2,1,1,1,0,0,0,0,1
0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,1
0,0,2,2,2,2,0,0,2,2,2,0,2,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13
0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44
0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2
0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1
0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8
0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5
0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30
0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5
0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2
0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5
0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,1
0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,1
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1
0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8
0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6
0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2
0,1,0,1,2,0,0,1,0,1,1,1,0,0,0,0,1,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32
0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8
0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1
0,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,1
0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,149
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,25
0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3
0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3
0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,17
0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3
0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4
0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4
0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2
0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1
0,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1
0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1
0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
