cbcl_q01_p,cbcl_q04_p,cbcl_q08_p,cbcl_q10_p,cbcl_q13_p,cbcl_q17_p,cbcl_q41_p,cbcl_q61_p,cbcl_q78_p,cbcl_q80_p,Count
0,1,2,1,0,1,0,0,2,0,2
0,1,2,1,0,1,0,0,2,1,1
0,1,2,1,0,1,0,1,0,1,1
0,1,2,1,0,1,0,1,1,0,1
0,1,2,1,0,1,0,1,2,0,3
0,1,2,1,0,1,0,1,2,1,1
0,1,2,1,0,1,1,0,1,0,1
0,1,2,1,0,1,1,0,2,0,2
0,1,2,1,0,1,1,0,2,1,4
0,1,2,1,0,1,1,1,1,0,1
0,1,2,1,0,1,1,1,1,1,1
0,1,2,1,0,1,1,1,2,0,2
0,1,2,1,0,1,1,2,1,0,1
0,1,2,1,0,1,2,1,1,0,1
0,1,2,1,0,1,2,1,2,0,1
0,1,2,1,0,2,0,0,2,0,1
0,1,2,1,0,2,0,1,2,0,1
0,1,2,1,0,2,0,1,2,1,2
0,1,2,1,0,2,1,0,2,1,1
0,1,2,1,0,2,1,1,2,1,2
0,1,2,1,0,2,2,0,2,0,1
0,1,2,1,1,0,1,1,1,1,1
0,1,2,1,1,0,1,1,2,0,1
0,1,2,1,1,1,0,1,1,0,1
0,1,2,1,1,1,0,1,1,1,1
0,1,2,1,1,1,0,1,2,0,1
0,1,2,1,1,1,1,0,1,0,1
0,1,2,1,1,1,1,0,2,0,1
0,1,2,1,1,1,1,0,2,1,2
0,1,2,1,1,1,1,1,1,0,1
0,1,2,1,1,1,2,0,2,0,1
0,1,2,1,1,2,1,0,2,1,1
0,1,2,1,1,2,2,2,2,0,1
0,1,2,1,2,0,0,0,2,0,1
0,1,2,1,2,2,0,2,2,0,1
0,1,2,2,0,0,0,0,2,0,4
0,1,2,2,0,0,0,1,2,0,2
0,1,2,2,0,0,1,0,0,0,2
0,1,2,2,0,0,1,0,1,0,2
0,1,2,2,0,0,1,0,2,0,8
0,1,2,2,0,0,1,0,2,1,1
0,1,2,2,0,0,1,1,1,0,3
0,1,2,2,0,0,1,1,2,0,8
0,1,2,2,0,0,1,1,2,1,1
0,1,2,2,0,0,1,2,2,0,1
0,1,2,2,0,0,2,0,0,0,1
0,1,2,2,0,0,2,0,2,0,3
0,1,2,2,0,0,2,1,2,0,5
0,1,2,2,0,0,2,1,2,1,1
0,1,2,2,0,1,0,0,1,0,2
0,1,2,2,0,1,0,0,2,0,2
0,1,2,2,0,1,0,0,2,1,1
0,1,2,2,0,1,0,1,2,0,2
0,1,2,2,0,1,0,2,2,0,1
0,1,2,2,0,1,1,0,1,0,2
0,1,2,2,0,1,1,0,1,1,1
0,1,2,2,0,1,1,0,2,0,5
0,1,2,2,0,1,1,0,2,1,1
0,1,2,2,0,1,1,1,1,0,2
0,1,2,2,0,1,1,1,2,0,2
0,1,2,2,0,1,1,1,2,1,2
0,1,2,2,0,1,1,2,1,0,1
0,1,2,2,0,1,1,2,2,0,2
0,1,2,2,0,1,2,0,2,0,6
0,1,2,2,0,1,2,0,2,1,1
0,1,2,2,0,1,2,1,2,0,4
0,1,2,2,0,2,0,2,2,1,1
0,1,2,2,0,2,1,0,1,0,1
0,1,2,2,0,2,1,0,2,0,2
0,1,2,2,0,2,1,0,2,1,3
0,1,2,2,0,2,1,1,1,1,1
0,1,2,2,0,2,1,1,2,1,1
0,1,2,2,0,2,1,2,2,1,1
0,1,2,2,0,2,2,0,2,1,3
0,1,2,2,0,2,2,1,2,1,2
0,1,2,2,1,0,1,2,1,1,1
0,1,2,2,1,0,1,2,2,1,1
0,1,2,2,1,0,2,1,2,0,1
0,1,2,2,1,1,0,0,2,1,2
0,1,2,2,1,1,0,1,1,0,1
0,1,2,2,1,1,1,0,2,0,2
0,1,2,2,1,1,1,0,2,1,1
0,1,2,2,1,1,1,1,1,0,1
0,1,2,2,1,1,1,1,2,1,2
0,1,2,2,1,1,1,1,2,2,1
0,1,2,2,1,1,1,2,1,1,1
0,1,2,2,1,1,2,0,2,0,1
0,1,2,2,1,1,2,1,2,1,1
0,1,2,2,1,2,1,0,2,1,1
0,1,2,2,1,2,1,1,2,0,1
0,1,2,2,1,2,1,2,2,2,1
0,1,2,2,1,2,2,1,2,1,1
0,1,2,2,1,2,2,2,2,1,1
0,1,2,2,2,0,0,0,1,0,1
0,1,2,2,2,1,1,0,2,1,1
0,1,2,2,2,2,0,1,1,1,1
0,1,2,2,2,2,1,2,2,1,1
0,2,0,0,0,0,0,0,0,0,7
0,2,0,0,0,0,0,0,1,0,2
0,2,0,0,0,0,0,0,2,0,1
0,2,0,0,0,0,0,2,0,0,1
0,2,0,0,0,0,1,0,0,0,3
0,2,0,0,0,1,0,0,0,0,2
0,2,0,0,0,1,0,0,1,0,1
0,2,0,0,0,1,1,0,0,0,1
0,2,0,0,0,1,1,1,1,1,1
0,2,0,0,0,2,0,0,2,0,1
0,2,0,1,0,0,0,0,1,0,1
0,2,0,1,0,0,1,0,1,0,1
0,2,0,1,0,0,1,1,1,0,1
0,2,0,1,1,0,0,0,0,0,1
0,2,0,1,1,1,1,1,0,0,1
0,2,0,1,1,2,0,0,1,0,1
0,2,1,0,0,0,0,0,0,0,5
0,2,1,0,0,0,0,0,1,0,8
0,2,1,0,0,0,0,0,2,0,1
0,2,1,0,0,0,0,1,1,0,3
0,2,1,0,0,0,0,1,1,1,1
0,2,1,0,0,0,1,0,1,0,4
0,2,1,0,0,0,1,0,1,1,1
0,2,1,0,0,0,1,0,2,0,2
0,2,1,0,0,0,1,1,1,0,1
0,2,1,0,0,0,2,0,2,0,1
0,2,1,0,0,1,0,0,0,0,1
0,2,1,0,0,1,0,0,1,0,5
0,2,1,0,0,1,0,0,1,1,1
0,2,1,0,0,1,0,0,2,0,1
0,2,1,0,0,1,0,0,2,1,1
0,2,1,0,0,1,1,0,0,0,1
0,2,1,0,0,1,1,0,1,0,1
0,2,1,0,0,1,1,0,1,1,1
0,2,1,0,0,1,1,1,1,0,3
0,2,1,0,0,1,2,0,1,1,1
0,2,1,0,0,2,0,0,2,1,1
0,2,1,0,0,2,1,0,1,0,2
0,2,1,0,0,2,1,0,2,0,1
0,2,1,0,1,0,0,1,1,0,1
0,2,1,0,1,0,1,1,1,1,1
0,2,1,0,1,1,1,1,1,0,1
0,2,1,0,1,1,2,0,2,1,1
0,2,1,0,1,2,0,0,2,0,1
0,2,1,1,0,0,0,0,0,0,1
0,2,1,1,0,0,0,0,1,0,3
0,2,1,1,0,0,0,0,2,0,2
0,2,1,1,0,0,0,1,1,0,2
0,2,1,1,0,0,0,2,1,0,1
0,2,1,1,0,0,1,0,1,0,9
0,2,1,1,0,0,1,0,2,0,1
0,2,1,1,0,0,1,0,2,1,1
0,2,1,1,0,0,1,1,1,0,3
0,2,1,1,0,0,1,1,2,0,1
0,2,1,1,0,0,2,0,1,0,2
0,2,1,1,0,0,2,1,1,0,1
0,2,1,1,0,1,0,0,1,0,1
0,2,1,1,0,1,0,1,1,0,1
0,2,1,1,0,1,0,1,2,0,1
0,2,1,1,0,1,0,1,2,1,1
0,2,1,1,0,1,1,0,1,0,5
0,2,1,1,0,1,1,1,1,0,2
0,2,1,1,0,1,1,1,1,1,2
0,2,1,1,0,1,1,1,2,1,1
0,2,1,1,0,1,1,2,1,0,1
0,2,1,1,0,1,1,2,2,0,2
0,2,1,1,0,1,2,0,1,0,1
0,2,1,1,0,1,2,0,2,0,2
0,2,1,1,0,1,2,1,2,0,1
0,2,1,1,0,2,0,0,2,0,1
0,2,1,1,0,2,1,1,1,1,1
0,2,1,1,0,2,2,0,2,1,1
0,2,1,1,1,0,0,0,0,0,1
0,2,1,1,1,0,1,0,1,0,1
0,2,1,1,1,0,1,1,2,0,1
0,2,1,1,1,1,0,0,2,1,1
0,2,1,1,1,1,1,0,0,0,1
0,2,1,1,1,1,1,0,1,0,1
0,2,1,1,1,1,1,0,1,1,1
0,2,1,1,1,1,1,0,2,1,1
0,2,1,1,1,1,1,1,1,1,1
0,2,1,1,2,2,1,0,2,1,1
0,2,1,2,0,0,0,0,1,0,1
0,2,1,2,0,0,0,0,2,0,3
0,2,1,2,0,0,0,1,0,0,1
0,2,1,2,0,0,1,0,1,0,1
0,2,1,2,0,0,1,1,0,0,1
0,2,1,2,0,0,2,0,2,0,1
0,2,1,2,0,0,2,1,1,1,1
0,2,1,2,0,1,1,0,1,0,1
0,2,1,2,0,1,2,0,2,0,2
0,2,1,2,1,1,0,0,1,0,1
0,2,1,2,1,1,1,0,1,1,1
0,2,1,2,1,2,2,0,2,1,1
0,2,1,2,2,1,1,2,2,2,1
0,2,2,0,0,0,0,1,1,0,1
0,2,2,0,0,0,1,0,2,1,1
0,2,2,0,0,0,1,1,2,0,1
0,2,2,0,0,1,0,1,2,0,1
0,2,2,0,0,2,2,2,2,0,1
0,2,2,0,1,1,1,0,2,0,1
0,2,2,0,1,1,1,0,2,1,1
0,2,2,0,1,1,1,1,2,0,2
0,2,2,0,1,1,1,1,2,1,1
0,2,2,0,1,2,0,1,2,0,1
0,2,2,0,1,2,0,1,2,1,1
0,2,2,0,2,2,0,1,2,1,1
0,2,2,0,2,2,2,1,2,2,1
0,2,2,1,0,0,0,0,0,0,1
0,2,2,1,0,0,0,0,1,0,1
0,2,2,1,0,0,0,1,0,0,1
0,2,2,1,0,0,1,0,1,0,1
0,2,2,1,0,0,1,0,2,0,2
0,2,2,1,0,0,1,1,1,0,1
0,2,2,1,0,0,1,1,2,0,2
0,2,2,1,0,0,1,1,2,1,4
0,2,2,1,0,0,2,0,2,0,1
0,2,2,1,0,0,2,1,2,1,1
0,2,2,1,0,1,0,0,1,1,1
0,2,2,1,0,1,0,0,2,0,1
0,2,2,1,0,1,1,0,2,0,1
0,2,2,1,0,1,1,1,2,0,1
0,2,2,1,0,1,1,1,2,1,1
0,2,2,1,0,1,1,2,2,0,1
0,2,2,1,0,1,2,0,2,0,1
0,2,2,1,0,2,1,0,2,0,1
0,2,2,1,0,2,1,0,2,1,1
0,2,2,1,0,2,1,2,2,1,1
0,2,2,1,0,2,2,0,2,0,1
0,2,2,1,1,1,0,1,2,1,1
0,2,2,1,1,1,1,0,2,0,1
0,2,2,1,1,1,1,1,1,1,1
0,2,2,1,1,1,2,0,2,1,1
0,2,2,1,1,2,0,0,2,1,1
0,2,2,1,1,2,1,0,2,1,1
0,2,2,1,1,2,1,2,2,1,1
0,2,2,1,2,2,0,0,2,2,1
0,2,2,1,2,2,0,2,2,2,1
0,2,2,2,0,0,0,0,0,0,1
0,2,2,2,0,0,0,0,1,0,1
0,2,2,2,0,0,0,1,2,0,1
0,2,2,2,0,0,1,0,2,0,2
0,2,2,2,0,0,1,1,2,0,2
0,2,2,2,0,0,1,2,2,0,1
0,2,2,2,0,0,2,0,2,0,2
0,2,2,2,0,0,2,1,2,0,6
0,2,2,2,0,0,2,2,2,0,1
0,2,2,2,0,1,0,0,0,0,1
0,2,2,2,0,1,0,0,2,1,1
0,2,2,2,0,1,0,1,0,0,2
0,2,2,2,0,1,0,1,2,0,1
0,2,2,2,0,1,0,2,2,1,2
0,2,2,2,0,1,1,0,2,0,3
0,2,2,2,0,1,1,1,1,0,2
0,2,2,2,0,1,1,1,2,0,3
0,2,2,2,0,1,1,1,2,1,3
0,2,2,2,0,1,2,0,2,0,2
0,2,2,2,0,1,2,0,2,1,1
0,2,2,2,0,1,2,1,0,0,1
0,2,2,2,0,1,2,1,2,0,1
0,2,2,2,0,1,2,1,2,1,1
0,2,2,2,0,1,2,2,2,1,1
0,2,2,2,0,2,0,0,0,0,1
0,2,2,2,0,2,0,0,1,0,1
0,2,2,2,0,2,0,0,2,0,2
0,2,2,2,0,2,1,0,2,0,1
0,2,2,2,0,2,1,1,2,0,1
0,2,2,2,0,2,1,1,2,1,1
0,2,2,2,0,2,1,2,2,1,1
0,2,2,2,0,2,2,2,2,0,1
0,2,2,2,0,2,2,2,2,1,1
0,2,2,2,0,2,2,2,2,2,1
0,2,2,2,1,0,1,0,1,0,2
0,2,2,2,1,0,1,1,2,2,1
0,2,2,2,1,1,0,1,1,0,1
0,2,2,2,1,1,1,0,2,0,2
0,2,2,2,1,1,1,1,2,1,1
0,2,2,2,1,1,1,2,2,2,1
0,2,2,2,1,1,2,0,2,0,1
0,2,2,2,1,1,2,2,2,1,1
0,2,2,2,1,2,2,1,2,1,1
0,2,2,2,1,2,2,2,2,1,1
0,2,2,2,2,0,1,1,1,0,1
0,2,2,2,2,2,1,0,2,2,1
0,2,2,2,2,2,2,1,2,1,1
1,0,0,0,0,0,0,0,0,0,228
1,0,0,0,0,0,0,0,0,1,2
1,0,0,0,0,0,0,0,1,0,25
1,0,0,0,0,0,0,1,0,0,11
1,0,0,0,0,0,0,1,1,0,4
1,0,0,0,0,0,0,2,0,0,1
1,0,0,0,0,0,1,0,0,0,34
1,0,0,0,0,0,1,0,0,1,1
1,0,0,0,0,0,1,0,1,0,13
1,0,0,0,0,0,1,0,1,1,1
1,0,0,0,0,0,1,1,0,0,3
1,0,0,0,0,0,2,0,0,0,1
1,0,0,0,0,1,0,0,0,0,30
1,0,0,0,0,1,0,0,0,1,5
1,0,0,0,0,1,0,0,1,0,11
1,0,0,0,0,1,0,0,1,1,1
1,0,0,0,0,1,1,0,0,0,6
1,0,0,0,0,1,1,0,1,0,2
1,0,0,0,0,1,1,1,1,0,1
1,0,0,0,0,2,0,0,0,0,2
1,0,0,0,0,2,0,0,1,1,2
1,0,0,0,1,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,0,1
1,0,0,0,1,0,1,0,0,0,1
1,0,0,0,1,1,0,0,0,1,1
1,0,0,0,1,1,0,0,1,0,1
1,0,0,0,1,1,0,0,1,1,1
1,0,0,1,0,0,0,0,0,0,28
1,0,0,1,0,0,0,0,0,1,1
1,0,0,1,0,0,0,0,1,0,17
1,0,0,1,0,0,1,0,0,0,7
1,0,0,1,0,0,1,0,0,1,1
1,0,0,1,0,0,1,0,1,0,9
1,0,0,1,0,0,1,1,0,0,1
1,0,0,1,0,0,1,1,1,0,1
1,0,0,1,0,0,2,0,0,0,1
1,0,0,1,0,0,2,0,1,0,1
1,0,0,1,0,1,0,0,0,0,6
1,0,0,1,0,1,0,0,0,1,1
1,0,0,1,0,1,0,0,1,0,2
1,0,0,1,0,1,0,0,2,0,1
1,0,0,1,0,1,1,0,0,0,3
1,0,0,1,0,1,1,0,1,0,6
1,0,0,1,0,1,1,0,1,1,1
1,0,0,1,1,0,0,0,0,0,1
1,0,0,1,1,0,1,0,0,0,1
1,0,0,1,1,1,0,0,0,0,1
1,0,0,1,1,1,0,0,0,2,1
1,0,0,2,0,0,0,0,1,0,1
1,0,0,2,0,0,1,0,0,0,1
1,0,0,2,0,1,1,0,0,0,1
1,0,1,0,0,0,0,0,0,0,30
1,0,1,0,0,0,0,0,1,0,23
1,0,1,0,0,0,0,0,1,1,2
1,0,1,0,0,0,0,0,2,0,1
1,0,1,0,0,0,0,0,2,1,1
1,0,1,0,0,0,0,1,0,0,2
1,0,1,0,0,0,0,1,0,1,1
1,0,1,0,0,0,0,1,1,0,4
1,0,1,0,0,0,0,1,1,1,1
1,0,1,0,0,0,0,2,1,0,2
1,0,1,0,0,0,1,0,0,0,2
1,0,1,0,0,0,1,0,1,0,6
1,0,1,0,0,0,1,0,1,1,1
1,0,1,0,0,0,1,0,2,0,1
1,0,1,0,0,0,1,1,0,0,1
1,0,1,0,0,0,1,1,1,0,1
1,0,1,0,0,0,2,0,2,0,1
1,0,1,0,0,1,0,0,0,0,6
1,0,1,0,0,1,0,0,1,0,9
1,0,1,0,0,1,0,0,1,1,5
1,0,1,0,0,1,0,0,2,0,1
1,0,1,0,0,1,0,1,1,0,2
1,0,1,0,0,1,0,1,2,0,1
1,0,1,0,0,1,1,0,0,0,1
1,0,1,0,0,1,1,0,1,0,2
1,0,1,0,0,1,1,0,1,1,2
1,0,1,0,0,1,1,1,1,0,2
1,0,1,0,0,1,2,0,1,0,1
1,0,1,0,1,1,0,0,1,0,1
1,0,1,0,1,1,0,0,1,1,1
1,0,1,0,1,1,0,0,2,0,1
1,0,1,0,1,1,0,1,1,1,1
1,0,1,0,1,1,1,0,1,0,1
1,0,1,0,1,2,1,1,1,1,1
1,0,1,1,0,0,0,0,0,0,16
1,0,1,1,0,0,0,0,1,0,26
1,0,1,1,0,0,0,0,1,1,1
1,0,1,1,0,0,0,0,2,0,3
1,0,1,1,0,0,0,1,0,0,2
1,0,1,1,0,0,0,1,1,0,11
1,0,1,1,0,0,1,0,0,0,3
1,0,1,1,0,0,1,0,1,0,25
1,0,1,1,0,0,1,0,1,1,2
1,0,1,1,0,0,1,0,2,0,1
1,0,1,1,0,0,1,1,1,0,5
1,0,1,1,0,0,1,1,2,1,1
1,0,1,1,0,0,1,2,1,0,1
1,0,1,1,0,0,1,2,2,0,1
1,0,1,1,0,0,2,0,2,0,1
1,0,1,1,0,0,2,1,1,0,1
1,0,1,1,0,1,0,0,0,0,2
1,0,1,1,0,1,0,0,1,0,11
1,0,1,1,0,1,0,0,2,0,1
1,0,1,1,0,1,0,0,2,1,2
1,0,1,1,0,1,0,1,1,1,1
1,0,1,1,0,1,1,0,0,0,2
1,0,1,1,0,1,1,0,1,0,10
1,0,1,1,0,1,1,0,1,1,4
1,0,1,1,0,1,1,0,2,0,1
1,0,1,1,0,1,1,1,1,0,1
1,0,1,1,0,1,1,1,2,1,1
1,0,1,1,0,1,2,0,2,0,1
1,0,1,1,0,1,2,1,2,0,1
1,0,1,1,0,2,0,0,1,1,1
1,0,1,1,0,2,0,2,2,2,1
1,0,1,1,0,2,1,0,1,1,1
1,0,1,1,0,2,2,0,1,0,1
1,0,1,1,1,1,0,0,1,0,2
1,0,1,1,1,1,1,1,1,1,1
1,0,1,2,0,0,0,0,1,0,1
1,0,1,2,0,0,1,0,0,0,1
1,0,1,2,0,0,1,0,1,0,4
1,0,1,2,0,0,2,0,1,0,1
1,0,1,2,0,0,2,0,2,0,1
1,0,1,2,0,1,0,0,1,1,1
1,0,1,2,0,1,2,0,2,0,1
1,0,1,2,1,0,1,2,2,1,1
1,0,1,2,1,1,0,0,1,0,1
1,0,1,2,1,1,2,0,1,1,1
1,0,1,2,1,1,2,0,2,0,1
1,0,2,0,0,0,0,0,1,0,1
1,0,2,0,0,0,0,0,2,0,1
1,0,2,0,0,0,0,0,2,1,1
1,0,2,0,0,1,1,0,1,0,1
1,0,2,0,0,2,0,0,2,0,1
1,0,2,1,0,0,0,0,1,0,1
1,0,2,1,0,0,0,1,1,0,1
1,0,2,1,0,0,0,2,1,0,1
1,0,2,1,0,0,1,0,2,0,1
1,0,2,1,0,1,0,1,1,1,1
1,0,2,1,0,1,2,1,2,0,1
1,0,2,1,1,1,1,1,1,1,1
1,0,2,1,1,1,1,1,2,0,1
1,0,2,1,1,2,0,0,1,1,1
1,0,2,2,0,0,0,0,1,0,2
1,0,2,2,0,0,1,0,0,0,1
1,0,2,2,0,0,1,0,2,0,1
1,0,2,2,0,0,2,0,2,0,1
1,0,2,2,0,0,2,1,1,0,1
1,0,2,2,0,0,2,1,2,1,1
1,0,2,2,0,1,0,0,0,0,1
1,0,2,2,0,1,1,0,2,0,1
1,0,2,2,0,1,1,0,2,1,1
1,0,2,2,0,1,2,1,2,0,1
1,0,2,2,0,1,2,2,2,0,1
1,0,2,2,0,2,2,0,2,0,1
1,0,2,2,1,2,2,0,2,1,1
1,0,2,2,1,2,2,1,2,2,1
1,1,0,0,0,0,0,0,0,0,73
1,1,0,0,0,0,0,0,0,1,4
1,1,0,0,0,0,0,0,1,0,23
1,1,0,0,0,0,0,0,1,1,2
1,1,0,0,0,0,0,0,2,0,1
1,1,0,0,0,0,0,1,0,0,5
1,1,0,0,0,0,0,1,1,0,3
1,1,0,0,0,0,1,0,0,0,17
1,1,0,0,0,0,1,0,1,0,9
1,1,0,0,0,0,1,0,1,1,2
1,1,0,0,0,0,1,0,2,0,1
1,1,0,0,0,0,1,1,0,0,2
1,1,0,0,0,0,1,1,1,0,3
1,1,0,0,0,1,0,0,0,0,18
1,1,0,0,0,1,0,0,0,1,2
1,1,0,0,0,1,0,0,1,0,14
1,1,0,0,0,1,0,0,1,1,3
1,1,0,0,0,1,1,0,0,0,5
1,1,0,0,0,1,1,0,0,1,1
1,1,0,0,0,1,1,0,1,0,2
1,1,0,0,0,1,1,0,1,1,1
1,1,0,0,0,1,1,1,0,0,1
1,1,0,0,0,1,1,1,1,0,1
1,1,0,0,0,2,0,0,1,0,1
1,1,0,0,1,0,0,0,1,0,1
1,1,0,0,1,0,0,1,1,1,1
1,1,0,0,1,0,1,0,1,0,1
1,1,0,0,1,1,1,0,0,1,1
1,1,0,0,1,2,0,0,0,1,1
1,1,0,0,1,2,0,0,2,1,1
1,1,0,0,1,2,1,0,1,0,1
1,1,0,1,0,0,0,0,0,0,8
1,1,0,1,0,0,0,0,1,0,12
1,1,0,1,0,0,0,0,1,1,1
1,1,0,1,0,0,0,1,1,0,1
1,1,0,1,0,0,1,0,0,0,4
1,1,0,1,0,0,1,0,1,0,6
1,1,0,1,0,0,1,1,1,0,1
1,1,0,1,0,0,1,2,2,0,1
1,1,0,1,0,0,2,0,1,0,2
1,1,0,1,0,1,0,0,0,0,1
1,1,0,1,0,1,0,0,1,0,2
1,1,0,1,0,1,0,1,0,0,1
1,1,0,1,0,1,1,0,0,0,1
1,1,0,1,0,1,1,0,1,0,3
1,1,0,1,0,1,2,0,1,1,1
1,1,0,1,0,2,1,0,2,1,1
1,1,0,1,1,0,0,1,1,1,2
1,1,0,1,1,0,1,2,0,1,1
1,1,0,1,1,1,1,0,1,0,2
1,1,0,1,1,1,2,0,2,1,1
1,1,0,2,0,0,1,0,0,0,3
1,1,0,2,0,1,2,0,1,0,1
1,1,1,0,0,0,0,0,0,0,24
1,1,1,0,0,0,0,0,0,1,2
1,1,1,0,0,0,0,0,1,0,38
1,1,1,0,0,0,0,0,1,1,1
1,1,1,0,0,0,0,1,0,0,4
1,1,1,0,0,0,0,1,0,1,1
1,1,1,0,0,0,0,1,1,0,18
1,1,1,0,0,0,0,1,1,1,1
1,1,1,0,0,0,0,1,2,0,1
1,1,1,0,0,0,0,2,0,0,1
1,1,1,0,0,0,0,2,1,0,2
1,1,1,0,0,0,1,0,0,0,3
1,1,1,0,0,0,1,0,1,0,17
1,1,1,0,0,0,1,0,2,0,2
1,1,1,0,0,0,1,1,0,0,1
1,1,1,0,0,0,1,1,1,0,4
1,1,1,0,0,0,1,1,1,1,2
1,1,1,0,0,0,1,1,2,0,2
1,1,1,0,0,0,1,2,2,0,1
1,1,1,0,0,0,2,0,1,0,1
1,1,1,0,0,0,2,1,1,0,1
1,1,1,0,0,0,2,1,2,1,1
1,1,1,0,0,1,0,0,0,0,8
1,1,1,0,0,1,0,0,0,1,1
1,1,1,0,0,1,0,0,1,0,22
1,1,1,0,0,1,0,0,1,1,2
1,1,1,0,0,1,0,0,2,0,2
1,1,1,0,0,1,0,0,2,1,1
1,1,1,0,0,1,0,1,1,0,8
1,1,1,0,0,1,0,1,1,1,3
1,1,1,0,0,1,0,2,1,2,1
1,1,1,0,0,1,1,0,0,0,1
1,1,1,0,0,1,1,0,1,0,11
1,1,1,0,0,1,1,0,1,1,2
1,1,1,0,0,1,1,0,2,1,1
1,1,1,0,0,1,1,1,1,0,5
1,1,1,0,0,1,1,1,1,1,2
1,1,1,0,0,1,1,1,2,0,1
1,1,1,0,0,1,1,1,2,1,1
1,1,1,0,0,1,1,2,2,0,1
1,1,1,0,0,1,2,0,1,1,1
1,1,1,0,0,1,2,0,2,0,1
1,1,1,0,0,1,2,1,2,0,1
1,1,1,0,0,2,0,0,1,1,1
1,1,1,0,0,2,0,0,2,0,1
1,1,1,0,0,2,0,0,2,1,1
1,1,1,0,0,2,0,2,2,0,1
1,1,1,0,0,2,1,0,1,0,1
1,1,1,0,0,2,1,0,2,0,1
1,1,1,0,0,2,1,1,1,0,1
1,1,1,0,0,2,2,0,1,0,1
1,1,1,0,1,0,0,0,0,0,2
1,1,1,0,1,0,0,0,1,0,2
1,1,1,0,1,0,0,0,1,1,2
1,1,1,0,1,0,0,1,1,1,1
1,1,1,0,1,0,1,0,1,0,2
1,1,1,0,1,0,1,0,1,1,2
1,1,1,0,1,0,1,1,1,0,1
1,1,1,0,1,0,1,1,1,1,2
1,1,1,0,1,0,2,0,1,1,1
1,1,1,0,1,1,0,0,1,0,1
1,1,1,0,1,1,0,0,1,1,1
1,1,1,0,1,1,0,0,2,2,1
1,1,1,0,1,1,0,1,1,1,1
1,1,1,0,1,1,1,0,1,0,3
1,1,1,0,1,1,1,0,1,1,2
1,1,1,0,1,1,1,0,2,1,1
1,1,1,0,1,1,1,1,1,0,1
1,1,1,0,1,1,1,1,1,1,1
1,1,1,0,1,1,2,2,2,0,1
1,1,1,0,1,2,0,0,1,1,1
1,1,1,0,1,2,1,0,1,2,1
1,1,1,0,1,2,1,1,1,1,1
1,1,1,0,2,0,0,1,1,0,1
1,1,1,1,0,0,0,0,0,0,21
1,1,1,1,0,0,0,0,1,0,45
1,1,1,1,0,0,0,0,1,1,6
1,1,1,1,0,0,0,0,2,0,4
1,1,1,1,0,0,0,1,0,0,6
1,1,1,1,0,0,0,1,1,0,12
1,1,1,1,0,0,0,1,2,0,3
1,1,1,1,0,0,0,2,1,0,3
1,1,1,1,0,0,1,0,0,0,5
1,1,1,1,0,0,1,0,1,0,51
1,1,1,1,0,0,1,0,1,1,4
1,1,1,1,0,0,1,0,2,0,6
1,1,1,1,0,0,1,0,2,1,1
1,1,1,1,0,0,1,1,1,0,25
1,1,1,1,0,0,1,1,1,1,2
1,1,1,1,0,0,1,1,2,0,7
1,1,1,1,0,0,1,1,2,1,1
1,1,1,1,0,0,1,2,1,0,1
1,1,1,1,0,0,1,2,2,0,2
1,1,1,1,0,0,2,0,0,0,1
1,1,1,1,0,0,2,0,1,0,2
1,1,1,1,0,0,2,0,2,1,1
1,1,1,1,0,0,2,1,1,0,4
1,1,1,1,0,0,2,1,2,0,4
1,1,1,1,0,1,0,0,0,0,3
1,1,1,1,0,1,0,0,1,0,21
1,1,1,1,0,1,0,0,1,1,6
1,1,1,1,0,1,0,1,0,1,1
1,1,1,1,0,1,0,1,1,0,6
1,1,1,1,0,1,0,1,1,1,3
1,1,1,1,0,1,0,1,2,0,2
1,1,1,1,0,1,0,1,2,1,2
1,1,1,1,0,1,1,0,0,0,4
1,1,1,1,0,1,1,0,0,1,1
1,1,1,1,0,1,1,0,1,0,40
1,1,1,1,0,1,1,0,1,1,10
1,1,1,1,0,1,1,0,2,0,3
1,1,1,1,0,1,1,0,2,1,2
1,1,1,1,0,1,1,1,0,0,2
1,1,1,1,0,1,1,1,0,1,1
1,1,1,1,0,1,1,1,1,0,17
1,1,1,1,0,1,1,1,1,1,4
1,1,1,1,0,1,1,1,2,0,3
1,1,1,1,0,1,2,0,1,0,2
1,1,1,1,0,1,2,0,1,1,1
1,1,1,1,0,1,2,1,1,0,1
1,1,1,1,0,1,2,1,2,0,2
1,1,1,1,0,1,2,1,2,1,1
1,1,1,1,0,2,0,0,1,0,1
1,1,1,1,0,2,0,1,2,0,1
1,1,1,1,0,2,1,0,1,0,3
1,1,1,1,0,2,1,0,1,1,4
1,1,1,1,0,2,1,0,2,0,2
1,1,1,1,0,2,1,0,2,1,1
1,1,1,1,0,2,1,1,1,0,2
1,1,1,1,0,2,1,1,2,0,1
1,1,1,1,1,0,0,0,1,0,3
1,1,1,1,1,0,0,0,1,1,3
1,1,1,1,1,0,0,0,2,1,1
1,1,1,1,1,0,0,1,0,0,1
1,1,1,1,1,0,0,1,1,0,3
1,1,1,1,1,0,1,0,1,0,2
1,1,1,1,1,0,1,0,1,1,1
