cbcl_q03_p,cbcl_q16_p,cbcl_q19_p,cbcl_q20_p,cbcl_q21_p,cbcl_q22_p,cbcl_q23_p,cbcl_q37_p,cbcl_q57_p,cbcl_q68_p,cbcl_q86_p,cbcl_q87_p,cbcl_q88_p,cbcl_q89_p,cbcl_q94_p,cbcl_q95_p,cbcl_q97_p,cbcl_q104_p,Count
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,1
0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2
0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1
0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1
0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1
0,0,1,0,0,0,0,0,0,1,2,2,1,0,0,1,0,0,1
0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1
0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,2,0,2,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1
0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1
0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,1
0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1
0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,5
0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2
0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1
0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1
0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,1
0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1
0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2
0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,1
0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1
0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1
0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1
0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1
0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1
0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1
0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,6
0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1
0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2
0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1
0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,2,1
0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1
0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1
0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
0,0,1,0,0,1,1,0,0,1,1,0,2,0,0,1,0,0,1
0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1
0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1
0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,1,2,1,0,0,1,0,0,0,0,1,0,0,1
0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1
0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,2
0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1
0,0,1,0,1,1,1,0,0,0,2,2,2,1,0,1,0,0,1
0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
0,0,1,1,0,1,0,0,0,0,1,2,1,0,0,1,0,0,1
0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1
0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1
0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
0,0,1,1,0,2,0,0,0,0,1,1,1,1,2,0,0,0,1
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1
0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1
0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1
0,0,1,1,1,1,1,0,0,0,2,2,1,0,1,1,0,1,1
0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1
0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1
0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2
0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1
0,0,2,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,1
0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,1
0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
0,0,2,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1
0,0,2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1
0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
0,0,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
0,0,2,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1
0,0,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1
0,0,2,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1
0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,2,1,0,0,1,0,1,0,1,0,2,1,1,2,0,0,1
0,0,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1
0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,2,1,1,1,1,1,1,0,2,0,0,0,0,2,0,1,1
0,0,2,2,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1
0,0,2,2,1,2,0,0,0,0,2,1,1,1,1,1,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1
0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1
0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1
0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,2,1,0,1
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4
0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2
0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1
0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,1
0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1
0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1
0,1,0,0,0,1,1,0,0,0,2,0,1,0,1,0,0,0,1
0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1
0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1
0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1
0,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,0,0,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,2,0,1
0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1
0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1
0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1
0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1
0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1
0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1
0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1
0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1
0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1
0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1
0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,2,1,0,1
0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1
0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1,1,1,1,2,1,0,1,0,1,1,0,0,0,2,1,0,1
0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,1,2,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1
0,1,2,0,1,1,0,0,0,1,2,1,0,0,1,2,1,2,1
0,1,2,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1
0,1,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1
0,1,2,1,1,1,0,0,1,1,1,2,1,0,0,1,0,1,1
0,2,1,2,2,1,1,0,0,1,0,1,0,1,1,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3
1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,122
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,23
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,9
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1
1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,16
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,8
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1
1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4
1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,11
1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,7
1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1
